# time,x,y,error
1.655986980464000000e+12,1.180468887808521039e+01,1.902047632948922029e+01,nan
1.655986981464000000e+12,1.151128003174570580e+01,1.883147483118969490e+01,nan
1.655986982584000000e+12,1.723885750040187759e+01,1.836084862489139979e+01,nan
1.655986983244000000e+12,1.677323917352986626e+01,1.815091598554171171e+01,nan
1.655986983814000000e+12,1.620790926698157364e+01,1.787468838710422503e+01,nan
1.655986984334000000e+12,1.564538893952687104e+01,1.760744451349191664e+01,nan
1.655986984894000000e+12,1.508704562301842067e+01,1.731634495396987816e+01,nan
1.655986985424000000e+12,1.448447866518236893e+01,1.701385484457417974e+01,nan
1.655986985964000000e+12,1.383086574825189707e+01,1.666860402010204467e+01,nan
1.655986986484000000e+12,1.317577069656541866e+01,1.635554658711854259e+01,nan
1.655986987024000000e+12,1.253703593410356198e+01,1.601713336479227934e+01,nan
1.655986987554000000e+12,1.187756008856944945e+01,1.568736747610238247e+01,nan
1.655986988114000000e+12,1.127689579244146856e+01,1.533477900245232384e+01,nan
1.655986988664000000e+12,1.068043096241866685e+01,1.502347322538818375e+01,nan
1.655986989184000000e+12,1.004581590441892658e+01,1.465047774201490327e+01,nan
1.655986989714000000e+12,9.448573130960582489e+00,1.433555659901272605e+01,nan
1.655986990284000000e+12,8.879764021051698819e+00,1.402424787665885120e+01,nan
1.655986990834000000e+12,8.319913008110143338e+00,1.375455381771315544e+01,nan
1.655986991354000000e+12,7.966677178839524309e+00,1.351249584149244853e+01,nan
1.655986991884000000e+12,2.912899271381453659e+01,2.054881702516929209e+01,nan
1.655986992464000000e+12,2.879446443536097888e+01,2.033465529683513751e+01,nan
1.655986992974000000e+12,2.823411989469561689e+01,2.006846444065526214e+01,nan
1.655986993554000000e+12,2.769885831378293162e+01,1.979910866334922304e+01,nan
1.655986994084000000e+12,2.715668589327476923e+01,1.954995680378177880e+01,nan
1.655986994664000000e+12,2.663189955594805269e+01,1.923513326323421424e+01,nan
1.655986995204000000e+12,2.604411906514821240e+01,1.894865658608935988e+01,nan
1.655986995754000000e+12,2.547297468000293819e+01,1.860014090300896683e+01,nan
1.655986996284000000e+12,2.497577169244217643e+01,1.814554400161041769e+01,nan
1.655986996824000000e+12,2.485951725145048385e+01,1.750144443653858772e+01,nan
1.655986997394000000e+12,2.493240835257710231e+01,1.688715018834674808e+01,nan
1.655986997994000000e+12,2.514255374825735245e+01,1.630196091165556638e+01,nan
1.655986998524000000e+12,2.537666028307962662e+01,1.570662597430386143e+01,nan
1.655986999094000000e+12,2.569265624142787630e+01,1.510831567642529905e+01,nan
1.655986999624000000e+12,2.607370812556712636e+01,1.451151321159641228e+01,nan
1.655987000194000000e+12,2.667895522585954993e+01,1.424433374573467503e+01,nan
1.655987000744000000e+12,2.723727236918766792e+01,1.425503580126805758e+01,nan
1.655987001314000000e+12,2.781300015984680840e+01,1.452398581638021646e+01,nan
1.655987001834000000e+12,3.038590663384765378e+01,2.372402328808218286e+01,nan
1.655987002414000000e+12,3.095452563704817450e+01,2.403744202573755828e+01,nan
1.655987002964000000e+12,3.150262891870983850e+01,2.421789233312370015e+01,nan
1.655987003504000000e+12,3.206199532269088337e+01,2.445063804562612475e+01,nan
1.655987004024000000e+12,3.267789062289160285e+01,2.467912861425527637e+01,nan
1.655987004564000000e+12,3.327939829452437692e+01,2.494636816341674646e+01,nan
1.655987005094000000e+12,3.389377978487700460e+01,2.516653056621935747e+01,nan
1.655987005624000000e+12,3.447991447139487065e+01,2.544131678999423229e+01,nan
1.655987006194000000e+12,3.501178503848841217e+01,2.564961151290459895e+01,nan
1.655987006694000000e+12,3.555779932710637325e+01,2.588616691399206360e+01,nan
1.655987007264000000e+12,3.613889942192070492e+01,2.610896450512266753e+01,nan
1.655987007804000000e+12,3.667762119491749218e+01,2.637746830619105864e+01,nan
1.655987008344000000e+12,3.724946744093211493e+01,2.659662374378454430e+01,nan
