# time,x,y,z,error
1.662390872654000000e+12,3.094978366038746032e+01,1.293841281270024268e+01,1.360000000000000098e+00,2.652681615048145591e+00
1.662390873204000000e+12,3.174902514929169328e+01,1.283011231122937090e+01,1.360000000000000098e+00,2.780611980355739643e+00
1.662390873774000000e+12,3.108630515791119464e+01,1.543827904314531807e+01,1.360000000000000098e+00,2.550170227835298231e+00
1.662390874334000000e+12,3.141427036768848780e+01,1.592388557967164608e+01,1.360000000000000098e+00,2.489978012667752427e+00
1.662390874954000000e+12,3.172746253007004924e+01,1.631254703633277359e+01,1.360000000000000098e+00,2.233485646278313919e+00
1.662390875494000000e+12,3.197219517072766592e+01,1.680304199594118231e+01,1.360000000000000098e+00,2.179661567663804256e+00
1.662390876074000000e+12,3.050114663127824244e+01,1.787398143873912559e+01,1.360000000000000098e+00,1.913054774430575922e+00
1.662390876634000000e+12,3.090239666870891355e+01,1.854522390404260079e+01,1.360000000000000098e+00,1.900809641145098761e+00
1.662390877214000000e+12,3.100543652536966377e+01,1.923627002528193231e+01,1.360000000000000098e+00,1.907991425946354624e+00
1.662390877694000000e+12,3.093268050364650890e+01,1.980381569839012101e+01,1.360000000000000098e+00,2.021091233310929880e+00
1.662390878344000000e+12,2.846716765564486806e+01,1.880291627377704344e+01,1.360000000000000098e+00,1.510846255264858273e+00
1.662390878944000000e+12,2.806627561879718868e+01,1.909069996802807623e+01,1.360000000000000098e+00,1.283032925735813956e+00
1.662390879494000000e+12,2.755189797874322011e+01,1.920128641435356087e+01,1.360000000000000098e+00,1.117608793876897488e+00
1.662390880044000000e+12,2.561787635883208480e+01,1.865848102355201732e+01,1.360000000000000098e+00,2.333624011013301747e+00
1.662390880614000000e+12,2.500656911434911578e+01,1.886753663055423047e+01,1.360000000000000098e+00,2.144040671145722499e+00
1.662390881164000000e+12,2.435490081774219817e+01,1.912709152906636589e+01,1.360000000000000098e+00,2.065199941998470567e+00
1.662390881714000000e+12,2.369468475674610630e+01,1.932147677431177257e+01,1.360000000000000098e+00,1.997860122590557008e+00
1.662390882264000000e+12,2.276056164204885945e+01,1.868125512388925458e+01,1.360000000000000098e+00,2.163057289816131767e+00
1.662390882794000000e+12,2.212710954143563669e+01,1.894260224846659924e+01,1.360000000000000098e+00,2.039137958528712602e+00
1.662390883334000000e+12,2.155123226115815882e+01,1.923482854463193092e+01,1.360000000000000098e+00,1.877132787093096278e+00
1.662390883874000000e+12,2.019897340895796489e+01,1.870162988735109977e+01,1.360000000000000098e+00,2.498384639055695189e+00
1.662390884444000000e+12,1.962116069614020475e+01,1.901601971484879527e+01,1.360000000000000098e+00,2.275100743189388819e+00
1.662390884984000000e+12,1.899793869228376408e+01,1.927817771530542856e+01,1.360000000000000098e+00,2.175986208602745275e+00
1.662390885524000000e+12,1.831107811379779449e+01,1.948944506541836930e+01,1.360000000000000098e+00,2.178692256535635252e+00
1.662390886054000000e+12,1.751556596975928315e+01,1.860340157683037177e+01,1.360000000000000098e+00,2.238828312518846175e+00
1.662390886634000000e+12,1.704012327784737835e+01,1.890035999201877459e+01,1.360000000000000098e+00,1.908468461086096690e+00
1.662390887194000000e+12,1.647106369534887804e+01,1.919378826354760648e+01,1.360000000000000098e+00,1.726227021288453400e+00
1.662390887724000000e+12,1.584877222593651602e+01,1.950716338412355455e+01,1.360000000000000098e+00,1.740305907270488950e+00
1.662390888304000000e+12,1.477650815089892511e+01,1.867237360815514435e+01,1.360000000000000098e+00,1.957199644592098053e+00
1.662390888864000000e+12,1.425868378967480332e+01,1.901381783827518390e+01,1.360000000000000098e+00,1.739323953180509585e+00
1.662390889404000000e+12,1.371879706447789005e+01,1.936877678539171299e+01,1.360000000000000098e+00,1.618594031866722238e+00
1.662390889974000000e+12,1.338296561298139409e+01,2.042102027677644926e+01,1.360000000000000098e+00,1.840580551653004271e+00
1.662390890574000000e+12,1.317052552747747995e+01,2.101393534174037470e+01,1.360000000000000098e+00,1.788691066442978705e+00
1.662390891124000000e+12,1.325977996399601544e+01,2.161936340832426851e+01,1.360000000000000098e+00,1.739074517824065191e+00
1.662390891654000000e+12,1.345585375827920593e+01,2.222994973977685262e+01,1.360000000000000098e+00,1.688221586206660518e+00
1.662390892234000000e+12,1.428224519384282942e+01,2.253246468252505608e+01,1.360000000000000098e+00,1.608969815926833968e+00
1.662390892834000000e+12,1.473291005030197631e+01,2.301955114151132520e+01,1.360000000000000098e+00,1.672564946321858370e+00
1.662390893394000000e+12,1.540173165335353289e+01,2.320556056325950678e+01,1.360000000000000098e+00,1.859793134265700587e+00
1.662390893954000000e+12,1.652435246516477108e+01,2.303827704650585062e+01,1.360000000000000098e+00,2.396285197394564026e+00
1.662390894514000000e+12,1.708040866795309753e+01,2.281837836018621246e+01,1.360000000000000098e+00,2.457508556762336926e+00
1.662390895104000000e+12,1.769255145623697700e+01,2.261706025787237806e+01,1.360000000000000098e+00,2.438224155276543570e+00
1.662390895624000000e+12,1.827193435543853184e+01,2.234079330303219280e+01,1.360000000000000098e+00,2.572877481625844620e+00
1.662390896204000000e+12,1.942943019317940667e+01,2.304524570325564170e+01,1.360000000000000098e+00,2.634879538501799345e+00
1.662390896764000000e+12,1.999102105030223697e+01,2.268355047310548755e+01,1.360000000000000098e+00,2.565035851652114118e+00
1.662390897264000000e+12,2.058514924341495345e+01,2.236344455436346124e+01,1.360000000000000098e+00,2.547569875364865677e+00
1.662390897814000000e+12,2.253484431404669408e+01,2.289503687666111986e+01,1.360000000000000098e+00,3.417046741096414486e+00
1.662390898364000000e+12,2.314096095228713423e+01,2.260441559670378808e+01,1.360000000000000098e+00,3.280892794934612944e+00
1.662390898884000000e+12,2.373805184115120070e+01,2.232389347390743239e+01,1.360000000000000098e+00,3.241765788799288117e+00
1.662390899444000000e+12,2.434410671270626381e+01,2.207556252471056268e+01,1.360000000000000098e+00,3.137924798981778451e+00
1.662390899974000000e+12,2.542965813566622657e+01,2.293827773950025062e+01,1.360000000000000098e+00,3.187488278517007778e+00
1.662390900534000000e+12,2.604053585783321623e+01,2.265495593281475450e+01,1.360000000000000098e+00,3.052456486747380016e+00
1.662390901064000000e+12,2.662617002535269961e+01,2.232852652769287261e+01,1.360000000000000098e+00,3.011256844458890747e+00
1.662390901624000000e+12,2.726762962926793321e+01,2.207227528554252416e+01,1.360000000000000098e+00,2.968289138925769954e+00
1.662390902164000000e+12,2.824645870914120849e+01,2.282078457780897196e+01,1.360000000000000098e+00,2.903341891277062548e+00
1.662390902714000000e+12,2.883722940463353979e+01,2.252639056267294393e+01,1.360000000000000098e+00,2.773568389879645046e+00
1.662390903244000000e+12,2.941772143932438510e+01,2.216337356269042758e+01,1.360000000000000098e+00,2.754171933883408308e+00
1.662390903794000000e+12,3.002655497654190953e+01,2.178670324241690182e+01,1.360000000000000098e+00,2.730922839345691244e+00
1.662390904364000000e+12,3.016161016887950908e+01,2.136609619893251377e+01,1.360000000000000098e+00,2.417933004602082825e+00
1.662390904924000000e+12,3.050974170865046275e+01,2.070284480390158421e+01,1.360000000000000098e+00,2.463417778005332792e+00
1.662390905484000000e+12,3.054628757686022666e+01,2.003950319110896672e+01,1.360000000000000098e+00,2.378002752897379501e+00
1.662390906044000000e+12,3.049584192103763414e+01,1.941298500793830684e+01,1.360000000000000098e+00,2.221351921026140541e+00
