# time,x,y,error
1.655820519604000000e+12,2.839250244713806026e+01,1.886050840456501376e+01,6.764947786941032382e-01
1.655820522574000000e+12,2.794273024870641109e+01,1.869125039347842332e+01,1.032960056854703490e+00
1.655820523194000000e+12,2.748470810638316308e+01,1.848451703955038283e+01,1.252438804060533206e+00
1.655820523734000000e+12,2.702663392927457409e+01,1.830525726517629792e+01,1.455267473670809109e+00
1.655820524444000000e+12,2.651550135654112950e+01,1.807583967739223141e+01,1.784922289958185138e+00
1.655820524984000000e+12,2.601845960952296366e+01,1.787233721434355971e+01,2.033004342714403556e+00
1.655820525554000000e+12,2.549610555312021987e+01,1.765447003073278154e+01,2.244094594519475905e+00
1.655820526144000000e+12,2.060098216627826062e+01,1.887847067931254585e+01,2.321402246130002567e+00
1.655820526724000000e+12,2.006262938064205059e+01,1.864155675027445724e+01,2.167394124464965266e+00
1.655820527284000000e+12,1.953023101049684485e+01,1.842746854506086507e+01,2.094963936880473998e+00
1.655820527854000000e+12,1.902886651595651557e+01,1.815130802640504015e+01,1.980660177678263523e+00
1.655820528434000000e+12,1.851597917363115897e+01,1.791405556846392599e+01,1.969096640388277031e+00
1.655820529044000000e+12,1.802778915466837617e+01,1.765459331833631040e+01,1.912258469622377222e+00
1.655820529584000000e+12,1.752027408289853838e+01,1.740654083704179911e+01,2.057547169388771469e+00
1.655820530174000000e+12,1.702786695522169325e+01,1.714908533799598089e+01,2.131198613264970287e+00
1.655820530814000000e+12,1.652570368854094696e+01,1.692381019999984559e+01,2.277731827411666021e+00
1.655820531374000000e+12,1.603899718904680682e+01,1.663223910278052742e+01,2.438265498463143999e+00
1.655820531924000000e+12,1.551216211624651997e+01,1.641250512715745913e+01,2.698964265772060056e+00
1.655820532554000000e+12,1.503628870662796047e+01,1.616539533203173207e+01,2.853710219463669429e+00
1.655820533144000000e+12,1.565391154931808160e+01,1.696358229098380477e+01,1.921261958991597574e+00
1.655820533824000000e+12,1.578308452533872419e+01,1.648128210121160464e+01,2.094708759461760383e+00
1.655820534364000000e+12,1.598089053091759482e+01,1.603732367475456400e+01,2.154662936369221793e+00
1.655820535094000000e+12,1.623398067105126330e+01,1.562169167147846771e+01,2.036440750847712255e+00
1.655820535744000000e+12,1.650114008887799955e+01,1.514269029611797102e+01,2.089792175497078741e+00
1.655820536424000000e+12,1.689826551638855534e+01,1.487948534277461654e+01,2.112356005901456779e+00
1.655820537034000000e+12,1.729695544764071258e+01,1.491183250415354067e+01,2.023015746162139195e+00
1.655820537784000000e+12,1.773823658673450865e+01,1.514351740580052130e+01,1.680517001519602482e+00
1.655820538464000000e+12,1.824569442037077138e+01,1.535324915512514643e+01,1.376761981940417545e+00
1.655820539024000000e+12,1.866116111205387895e+01,1.557903326292416324e+01,1.105805430498562059e+00
1.655820539714000000e+12,1.916619584887325090e+01,1.580141790326203477e+01,8.250607486824537151e-01
1.655820540384000000e+12,2.142251816788524721e+01,1.614908163835982080e+01,2.380940439234802142e+00
1.655820541604000000e+12,2.187869474158950212e+01,1.644402981225072935e+01,1.652796881805726592e+00
1.655820542174000000e+12,2.222502133028437754e+01,1.678686041548353103e+01,1.635850643576969965e+00
