# time,x,y,error
1.662390743664000000e+12,4.001039526555889847e-02,1.744569100139340190e+00,3.346220437603093956e+01
1.662390744224000000e+12,-4.964533972437528142e-01,1.554942938385057261e+00,3.341355656308565614e+01
1.662390744814000000e+12,-1.045554549993273019e+00,1.303705765218413415e+00,3.339030820456256521e+01
1.662390745344000000e+12,-1.617607499864085252e+00,1.096734030527675152e+00,3.339072235257603438e+01
1.662390745924000000e+12,-2.178160098690495872e+00,7.987747431697955758e-01,3.339278167189015534e+01
1.662390746484000000e+12,-2.686350134130475187e+00,5.608903096959347856e-01,nan
1.662390747024000000e+12,-3.216541771689693352e+00,3.055730993800145345e-01,3.329357172720100522e+01
1.662390747554000000e+12,-3.795783049142837040e+00,7.830270769827929467e-02,3.331596247648518272e+01
1.662390748154000000e+12,-4.398556756734839368e+00,-1.957511542329232745e-01,3.336154902724197768e+01
1.662390748704000000e+12,-4.992248083772583556e+00,-4.463119105453899338e-01,3.339471224590858611e+01
1.662390749254000000e+12,-5.537827005220760768e+00,-7.152722525131649522e-01,3.342841388453266660e+01
1.662390749814000000e+12,-6.093178079064699659e+00,-9.547524332526613478e-01,3.341533021789719271e+01
1.662390750344000000e+12,-6.679106490418236675e+00,-1.227266579775914801e+00,3.350971206723767892e+01
1.662390750894000000e+12,-7.309519248934141622e+00,-1.482297629074297296e+00,3.356891866231890020e+01
1.662390751474000000e+12,-7.905751198061548912e+00,-1.766922065968394628e+00,3.360847212073372958e+01
1.662390752014000000e+12,-8.441599048696547314e+00,-1.996656492346207568e+00,nan
1.662390752574000000e+12,-9.001612577318061525e+00,-2.263896287097403093e+00,3.364580556000306188e+01
1.662390753134000000e+12,-9.585781274808363506e+00,-2.502781048679820763e+00,3.367746254960194108e+01
1.662390753704000000e+12,-1.014081214802769537e+01,-2.761317572555909816e+00,3.372290045704247063e+01
1.662390754274000000e+12,-1.069536810091773837e+01,-2.989441643517382730e+00,3.372510010429294169e+01
1.662390754864000000e+12,-1.126254576719431810e+01,-3.279591715304376986e+00,3.381196359401891982e+01
1.662390755454000000e+12,-1.190756727967540307e+01,-3.265398960032604325e+00,3.383839199553681709e+01
1.662390756034000000e+12,-1.236568651121059226e+01,-2.888370563995652507e+00,3.398422375070354917e+01
1.662390756614000000e+12,-1.264816765298504819e+01,-2.348731200571897659e+00,3.406114765771572195e+01
1.662390757194000000e+12,-1.290976884317363904e+01,-1.761065692482073786e+00,3.437945771639878956e+01
1.662390757774000000e+12,-1.308321897460305117e+01,-1.130658849611093641e+00,3.460169546392008044e+01
1.662390758374000000e+12,-1.327468167120808040e+01,-5.325304827788457374e-01,3.499092501706136460e+01
1.662390758914000000e+12,-1.317936941726614108e+01,1.235612591695719464e-01,3.501062165058448272e+01
1.662390759494000000e+12,-1.283153475746571637e+01,6.270992867148825756e-01,3.510062042114722658e+01
1.662390760064000000e+12,-1.234301744435785508e+01,9.732037357393723553e-01,3.516234766156670588e+01
1.662390760654000000e+12,-1.185245606665352192e+01,1.309480016788280299e+00,nan
1.662390761164000000e+12,-1.135668022896027374e+01,1.555877423059294884e+00,nan
1.662390761764000000e+12,-1.083363993577306772e+01,1.822854519123465522e+00,3.531746222086448483e+01
1.662390762334000000e+12,-1.026952406840969978e+01,2.044936021271623883e+00,3.535713533628347705e+01
1.662390762834000000e+12,-9.714658928147906991e+00,2.299407058257388670e+00,3.526197644994293512e+01
1.662390763424000000e+12,-9.124917552864154402e+00,2.543216433721782188e+00,3.527266122998317144e+01
1.662390763964000000e+12,-8.536517004470187686e+00,2.823555997781500793e+00,3.519403319459670598e+01
1.662390764524000000e+12,-7.916330708526743365e+00,3.114589259840439439e+00,nan
1.662390765074000000e+12,-7.374039912679212883e+00,3.463530356184836290e+00,3.507102843033577955e+01
1.662390765614000000e+12,-6.785806495671677041e+00,3.775179714023885413e+00,nan
1.662390766154000000e+12,-6.169735840073875544e+00,4.104235675942185857e+00,3.495370805234614409e+01
1.662390766684000000e+12,-5.517071569015448596e+00,4.387759270538960976e+00,3.486779745129187802e+01
1.662390767204000000e+12,-4.873934624176221142e+00,4.726977615043378655e+00,nan
1.662390767764000000e+12,-4.262532367896711527e+00,4.997510270959350187e+00,nan
1.662390768334000000e+12,-3.702637412179837106e+00,5.296432842760852466e+00,3.469855002047200543e+01
1.662390768884000000e+12,-2.791004004211818046e+00,5.763599575161360455e+00,nan
1.662390769444000000e+12,2.977791823122034387e+01,2.323001311667514912e+01,nan
1.662390769994000000e+12,3.067345661202248053e+01,2.365714739240862130e+01,nan
1.662390770574000000e+12,3.123851323254442747e+01,2.391737326191875113e+01,2.511461588536060496e+00
1.662390771134000000e+12,3.190239326062283354e+01,2.385693374501047259e+01,2.534172362663154932e+00
1.662390771654000000e+12,3.253675016329977154e+01,2.351987630948137209e+01,2.738429695031252997e+00
1.662390772244000000e+12,3.292042495690402149e+01,2.294622272092885851e+01,2.663633788918875922e+00
1.662390772834000000e+12,3.326273325362829780e+01,2.242663877665420813e+01,2.820295932957876950e+00
1.662390773404000000e+12,3.343886382936324964e+01,2.185809052380121997e+01,2.884401998946966028e+00
1.662390774024000000e+12,3.338862191273904756e+01,2.123742867632772047e+01,3.042142149759573755e+00
1.662390774594000000e+12,3.301017953120467041e+01,2.075159778373234332e+01,3.012884574234288682e+00
1.662390775194000000e+12,3.255000898331634573e+01,2.032163412958990634e+01,3.127658411344780287e+00
1.662390775734000000e+12,3.198825207469966259e+01,2.000704304107395615e+01,nan
1.662390776324000000e+12,3.146008821470780248e+01,1.969712202718839578e+01,3.358366107957042601e+00
1.662390776884000000e+12,3.091096313641886084e+01,1.946488814520153099e+01,nan
1.662390777454000000e+12,3.032480033354192273e+01,1.919982861530590412e+01,nan
1.662390777994000000e+12,2.968645316268651513e+01,1.896336447253192148e+01,nan
1.662390778534000000e+12,2.903973805546976195e+01,1.869244493923811135e+01,3.935220625232142666e+00
1.662390779084000000e+12,2.842284189627503466e+01,1.844769173254636740e+01,4.101306760965756304e+00
1.662390779654000000e+12,2.782470786008870434e+01,1.816633241260804965e+01,nan
1.662390780204000000e+12,2.721849835139399687e+01,1.790966534036287783e+01,nan
1.662390780744000000e+12,2.660415911277575063e+01,1.761616052227273244e+01,4.781217530532924975e+00
1.662390781294000000e+12,2.593759188588751741e+01,1.736186046433238772e+01,4.946070656250780573e+00
1.662390781834000000e+12,2.530630793371409837e+01,1.709306554260598077e+01,5.176911742882426282e+00
1.662390782384000000e+12,2.468314021659884716e+01,1.688856587328688263e+01,5.352941897392312853e+00
1.662390782944000000e+12,2.409180194664277508e+01,1.665236664027270308e+01,5.633905648349317730e+00
1.662390783494000000e+12,2.348493207872020960e+01,1.645910619709094647e+01,5.803478358907776524e+00
1.662390784074000000e+12,2.287244346695424468e+01,1.620464019515206289e+01,6.086608883948502857e+00
1.662390784594000000e+12,2.227896778678380230e+01,1.598894220428855029e+01,6.258923584578045762e+00
1.662390785164000000e+12,2.163053448099810439e+01,1.570218880533038863e+01,nan
1.662390785714000000e+12,2.099861120661778813e+01,1.542494402139640108e+01,nan
1.662390786304000000e+12,2.065384596417471741e+01,1.487117310917377999e+01,7.211305292759400132e+00
1.662390786904000000e+12,2.062398716798152876e+01,1.430105687605157350e+01,nan
1.662390787544000000e+12,2.082676699711791102e+01,1.379664057677246802e+01,nan
1.662390788104000000e+12,2.104222643421910632e+01,1.326001971052752104e+01,7.859659197623525273e+00
1.662390788664000000e+12,2.138861020752119302e+01,1.274093443133427961e+01,8.085367692037939591e+00
1.662390789214000000e+12,2.174847533584788906e+01,1.220045888761089614e+01,8.244383340550946571e+00
1.662390789764000000e+12,2.227063886066735066e+01,1.187096307598350364e+01,8.412312944382110302e+00
1.662390790374000000e+12,2.284679980688298429e+01,1.166300006452896021e+01,nan
1.662390790954000000e+12,2.347559450119386426e+01,1.160698315068414921e+01,8.236887829999306021e+00
1.662390791494000000e+12,2.411839304692477981e+01,1.155276276534980440e+01,8.169380885398009440e+00
1.662390792054000000e+12,2.479327728169171863e+01,1.163242186839941184e+01,nan
1.662390792584000000e+12,2.542911068339168068e+01,1.169695378989606027e+01,7.926116007627970639e+00
1.662390793124000000e+12,2.605463260394119374e+01,1.181748212025529199e+01,nan
1.662390793664000000e+12,2.670119037965141118e+01,1.189470319794108022e+01,7.668175147280462234e+00
1.662390794214000000e+12,2.735129527858599374e+01,1.203071366162175337e+01,7.512714579233701784e+00
1.662390794774000000e+12,2.797865292217740674e+01,1.211021337090779859e+01,7.340454915800706637e+00
1.662390795324000000e+12,2.865832509286186891e+01,1.225503662677659555e+01,7.196834418324187688e+00
1.662390795914000000e+12,2.936377001870594938e+01,1.239476752211833954e+01,7.087448041556096534e+00
1.662390796514000000e+12,3.011008786315451502e+01,1.261316341301297328e+01,6.948362761962821210e+00
1.662390797114000000e+12,3.089696790342916444e+01,1.274036791338003205e+01,6.924768872622584226e+00
1.662390797674000000e+12,3.154710487482638115e+01,1.291847983630244912e+01,nan
1.662390798204000000e+12,3.226020157458474813e+01,1.304365742416894491e+01,6.745903276046260721e+00
1.662390798754000000e+12,3.293090491574072587e+01,1.319419131596773376e+01,6.652776377161880639e+00
1.662390799284000000e+12,3.046254891988169078e+01,1.295458422461023851e+01,3.434935951162906065e+00
1.662390799854000000e+12,3.108609838676486348e+01,1.305282470078987878e+01,3.265975788356357601e+00
1.662390800394000000e+12,3.176637717999425092e+01,1.312727997825446202e+01,nan
1.662390800974000000e+12,3.239145707865444024e+01,1.338644799864589174e+01,nan
1.662390801544000000e+12,3.284770318119588950e+01,1.383341156326736510e+01,2.987058367021309113e+00
1.662390802134000000e+12,3.291175853020320119e+01,1.440200097436938975e+01,2.556627575567489430e+00
1.662390802694000000e+12,3.292407071099400184e+01,1.497356150110669759e+01,nan
1.662390803254000000e+12,3.282616813196554517e+01,1.557873213894992226e+01,2.103066675757193860e+00
1.662390803774000000e+12,3.270958413808052967e+01,1.624950940619008577e+01,1.995993048970994277e+00
1.662390804344000000e+12,3.254396630634781218e+01,1.692300479301606231e+01,1.751575457260903024e+00
1.662390804874000000e+12,3.245333372484375900e+01,1.754982086005832542e+01,1.685423145924520361e+00
1.662390805444000000e+12,3.230234517504372604e+01,1.816857172237550699e+01,1.493600026144769721e+00
1.662390805994000000e+12,3.222638243916906475e+01,1.880786690405190598e+01,1.453535677042246954e+00
1.662390806534000000e+12,3.208770222420331208e+01,1.947630290607615322e+01,1.252368420444853969e+00
1.662390807084000000e+12,3.200528822939478601e+01,2.013844410022388942e+01,1.190795651903609809e+00
1.662390807654000000e+12,3.190786909460575771e+01,2.079997391195349721e+01,nan
1.662390808214000000e+12,3.180246244688467527e+01,2.146199403350383506e+01,1.006959755572239157e+00
1.662390808784000000e+12,3.152312281705154007e+01,2.204804400205611969e+01,8.152587379719852256e-01
1.662390809364000000e+12,3.111898629530597660e+01,2.255719697061037365e+01,7.642073547611653028e-01
1.662390809964000000e+12,3.055376581006440517e+01,2.276445697805193191e+01,9.224970573353675762e-01
1.662390810514000000e+12,2.999898857598647695e+01,2.288322780587172289e+01,1.029528897119629249e+00
1.662390811114000000e+12,2.939665212898283642e+01,2.288874785078764162e+01,1.269554656418100835e+00
1.662390811644000000e+12,2.873574381990060544e+01,2.290403701495768374e+01,1.286216819277813617e+00
1.662390812234000000e+12,2.805564704526081599e+01,2.286729361986288112e+01,1.454143975988664961e+00
1.662390812764000000e+12,2.739713203298682842e+01,2.288377801702460701e+01,1.500470972852092411e+00
1.662390813314000000e+12,2.672274209603085993e+01,2.280743927301320895e+01,nan
1.662390813854000000e+12,2.604733373772328520e+01,2.278735826556715693e+01,1.711516375141240776e+00
1.662390814404000000e+12,2.539022790972806121e+01,2.274362780288489105e+01,1.869090490930813697e+00
1.662390814944000000e+12,2.471264081039710803e+01,2.271903592028140650e+01,1.892159103569736267e+00
1.662390815484000000e+12,2.402024056764182447e+01,2.263496533717823667e+01,2.013762336578527989e+00
1.662390816034000000e+12,2.333794666658005568e+01,2.259389718742491127e+01,nan
1.662390816584000000e+12,2.267151680935050351e+01,2.251532798212558006e+01,2.248446952442755720e+00
1.662390817124000000e+12,2.194879322000124944e+01,2.253245130648112138e+01,2.232680616758915271e+00
1.662390817684000000e+12,2.115923467648701362e+01,2.250194793244387981e+01,2.303048958108518729e+00
1.662390818224000000e+12,2.043334964627138461e+01,2.250322415613811700e+01,nan
1.662390818794000000e+12,1.975008162257050870e+01,2.245750230007672954e+01,2.407162080555367734e+00
1.662390819344000000e+12,1.906197165278413763e+01,2.243302542602325644e+01,2.394038308447189678e+00
1.662390819914000000e+12,1.837196047927173836e+01,2.238794352422884160e+01,2.493515731492400800e+00
1.662390820444000000e+12,1.769090918963548731e+01,2.242214529734593853e+01,2.465427907776545968e+00
1.662390821024000000e+12,1.705462586597071351e+01,2.236247807538406818e+01,2.619208454464601488e+00
1.662390821584000000e+12,1.648379647896100764e+01,2.210863229725208257e+01,nan
1.662390822144000000e+12,1.615883776056802645e+01,2.155151878527112075e+01,3.074489163342718268e+00
1.662390822724000000e+12,1.592371202405371733e+01,2.091366229353360495e+01,3.149182991879700300e+00
1.662390823294000000e+12,1.581073726789771072e+01,2.022469969164711756e+01,3.225313925229833512e+00
1.662390823864000000e+12,1.573962222083591378e+01,1.954318080118914125e+01,nan
1.662390824434000000e+12,1.575156131239670110e+01,1.887915394664114643e+01,3.145366147034539761e+00
1.662390824984000000e+12,1.567201443137233952e+01,1.818398813886785348e+01,3.018535835295480307e+00
1.662390825564000000e+12,1.568548741780507605e+01,1.747501651735117179e+01,nan
1.662390826084000000e+12,1.566682347166145206e+01,1.677527510358618557e+01,2.991152319139732896e+00
1.662390826664000000e+12,1.569959906551788542e+01,1.609486436715135227e+01,nan
1.662390827204000000e+12,1.575790716389038693e+01,1.542398395455301241e+01,nan
1.662390827794000000e+12,1.581831137854127789e+01,1.471449484584109335e+01,2.972489380392000058e+00
1.662390828344000000e+12,1.587893169119179859e+01,1.400149896059750354e+01,2.915241525134956380e+00
1.662390828914000000e+12,1.626390371086590747e+01,1.346139505907876099e+01,3.023655956866914796e+00
1.662390829474000000e+12,1.656437440134408945e+01,1.348350371309063434e+01,2.704265575154828127e+00
1.662390830124000000e+12,1.711219720904037800e+01,1.322970541335685013e+01,nan
1.662390830634000000e+12,1.771705340128698580e+01,1.296559473903993620e+01,2.538608186042084380e+00
1.662390831224000000e+12,1.839054026051838875e+01,1.283476777007964564e+01,2.453263951366302376e+00
1.662390831754000000e+12,1.903292695530006284e+01,1.266590397364176823e+01,2.420560192588304460e+00
1.662390832294000000e+12,1.972638262237149576e+01,1.256833890068045179e+01,nan
1.662390832834000000e+12,2.041738516557935412e+01,1.244853687569776035e+01,2.336663308910755799e+00
