# time,x,y,error
1.655899559709000000e+12,2.730848267660488915e+01,1.956980267804864937e+01,2.041507204786968899e+00
1.655899560309000000e+12,2.687094035850109108e+01,1.933488003999504201e+01,1.867987658504145720e+00
1.655899560919000000e+12,2.598314776545018745e+01,1.941338523493678281e+01,2.139776885420864527e+00
1.655899561549000000e+12,2.462440402375363391e+01,1.949071094569382367e+01,2.782142239826664643e+00
1.655899562079000000e+12,2.415253090058753571e+01,1.924982888920647639e+01,2.663262434601662232e+00
1.655899562649000000e+12,2.348095712699815607e+01,1.929796997075519016e+01,2.642064520680700301e+00
1.655899563149000000e+12,2.300003760106372752e+01,1.904478388489083329e+01,2.527856104001274140e+00
1.655899563729000000e+12,2.246038902877764087e+01,1.955517426819982418e+01,2.366396558520761140e+00
1.655899564329000000e+12,2.199505827047572382e+01,1.930018964721731223e+01,2.061231053717003103e+00
1.655899564839000000e+12,2.168950577343629504e+01,1.985053489068952359e+01,1.933668164018466973e+00
1.655899565309000000e+12,2.116772521916966454e+01,1.954247325247119349e+01,1.785290040038644221e+00
1.655899565899000000e+12,1.902177889084640583e+01,1.851829338851957019e+01,3.122902516173742704e+00
1.655899566439000000e+12,1.760447847333703209e+01,1.866836740162560915e+01,3.875191375206465949e+00
1.655899567019000000e+12,1.709992264578482235e+01,1.834763444751201789e+01,3.676168964479856083e+00
1.655899567519000000e+12,1.659658648124646518e+01,1.851444504136378555e+01,3.537275854560127275e+00
1.655899568109000000e+12,1.607308568749293798e+01,1.815460222551097047e+01,3.297372898547948683e+00
1.655899568599000000e+12,1.571152321088606385e+01,1.901317365857497421e+01,2.988420372388083113e+00
1.655899569159000000e+12,1.519417310104215169e+01,1.867772158610101840e+01,2.780290589049696948e+00
1.655899569689000000e+12,1.511673838658931146e+01,1.903362533857593775e+01,2.177738679102819042e+00
1.655899570229000000e+12,1.460115221913012995e+01,1.870417814770420861e+01,2.015547253864157895e+00
1.655899570729000000e+12,1.396158914253351924e+01,1.980873087367090690e+01,2.299557437621222444e+00
