# time,x,y,error
1.655899559709000000e+12,2.900848111110723337e+01,1.951302213575074163e+01,7.834569987824457904e-01
1.655899560309000000e+12,2.857486243540785154e+01,1.927517527618664417e+01,5.055027281248991589e-01
1.655899560919000000e+12,2.808728136760793959e+01,1.905540987705830958e+01,2.930446295769867371e-01
1.655899561549000000e+12,2.468730704641455276e+01,1.965823000652688890e+01,2.765859329567987857e+00
1.655899562079000000e+12,2.419732349077258604e+01,1.941929687673795613e+01,2.650161597762737742e+00
1.655899562649000000e+12,2.371971618414179162e+01,1.914073406281327294e+01,2.386592875415743720e+00
1.655899563149000000e+12,2.324120436452272642e+01,1.887633717218576024e+01,2.283261024674696937e+00
1.655899563729000000e+12,2.275317536944493568e+01,1.856992936512640568e+01,2.021687620163620025e+00
1.655899564329000000e+12,2.228660924559851608e+01,1.829835618844813894e+01,1.831376267759432963e+00
1.655899564839000000e+12,2.180342988581262631e+01,1.797346694132167499e+01,1.832644882620045435e+00
1.655899565309000000e+12,2.129634350715261704e+01,1.766370027921148633e+01,1.935930905150608394e+00
1.655899565899000000e+12,2.082682995345118115e+01,1.734084246888909675e+01,2.010844420685281353e+00
1.655899566439000000e+12,2.033231101918282846e+01,1.704668205902713041e+01,2.124645200009658286e+00
1.655899567019000000e+12,1.983666688982818727e+01,1.671705156767497158e+01,2.325043035556916049e+00
1.655899567519000000e+12,1.931954245820107019e+01,1.642054778616048338e+01,2.547048343070704490e+00
1.655899568109000000e+12,1.879446370189241833e+01,1.604463812452262061e+01,2.860419711830186174e+00
1.655899568599000000e+12,1.828573731175176675e+01,1.572770566287848304e+01,3.137173085240649861e+00
1.655899569159000000e+12,1.776274414883768316e+01,1.537424599717881435e+01,3.485373888522894870e+00
1.655899569689000000e+12,1.725688193476139887e+01,1.506887913533946666e+01,3.749684444941626893e+00
1.655899570229000000e+12,1.673793029053763348e+01,1.471932007977976475e+01,4.090373177506916313e+00
1.655899570729000000e+12,1.618351608357713545e+01,1.443373322188748276e+01,4.354066653009936338e+00
1.655899571299000000e+12,1.560554151822570113e+01,1.422263735892839520e+01,4.624108251317441187e+00
1.655899571799000000e+12,1.503387239565666533e+01,1.423370303436926143e+01,4.695703115264146632e+00
1.655899572409000000e+12,1.451193387752044472e+01,1.445686727552866735e+01,4.816771196593927939e+00
1.655899572899000000e+12,1.408152863033044966e+01,1.482188121834332684e+01,4.786780861587538460e+00
1.655899573489000000e+12,1.368374564786581260e+01,1.528540323022268765e+01,4.925293156189121113e+00
1.655899574019000000e+12,1.335841797546725118e+01,1.575794598443320815e+01,5.007837021725647375e+00
1.655899574629000000e+12,1.302982906640052008e+01,1.623291492091516730e+01,5.259546067536970071e+00
1.655899575109000000e+12,1.294243542987220508e+01,1.677485611078699179e+01,5.215330286927888359e+00
1.655899575709000000e+12,1.316106862750759809e+01,1.729532481440945446e+01,5.193384451276812364e+00
1.655899576229000000e+12,1.350611166107856853e+01,1.770582846173666169e+01,5.102389797413461991e+00
1.655899576759000000e+12,1.393612817097643841e+01,1.809508900783040630e+01,4.857407204148301183e+00
1.655899577349000000e+12,1.442751221194832745e+01,1.844629750723605000e+01,4.628985330153842170e+00
1.655899577869000000e+12,1.487971185234675531e+01,1.882875168767256824e+01,4.312898063601865672e+00
1.655899578399000000e+12,1.536039301865785411e+01,1.919601284168290078e+01,4.064093927236244852e+00
1.655899578919000000e+12,1.579728666721641339e+01,1.956815137645483915e+01,3.783979044332816066e+00
1.655899579459000000e+12,1.626529595143551532e+01,1.990357969069211563e+01,3.611062739767768814e+00
1.655899579979000000e+12,1.672376567831017624e+01,2.029824949116179766e+01,3.419207067016089230e+00
1.655899580489000000e+12,1.719686778649350245e+01,2.066161841449443415e+01,3.306641337993341700e+00
1.655899581019000000e+12,1.764058075542026671e+01,2.104533180627943167e+01,3.235566554596472688e+00
1.655899581579000000e+12,1.810838435521333878e+01,2.142845469499313538e+01,3.261565981088415889e+00
1.655899582089000000e+12,1.856005460002115726e+01,2.184984387925421601e+01,3.286060138779676620e+00
1.655899582619000000e+12,1.904022048905663667e+01,2.222554824266699214e+01,3.389923923466733324e+00
1.655899583139000000e+12,1.950062623778763538e+01,2.265059559870645600e+01,3.525909666356737748e+00
1.655899583729000000e+12,1.996713247361075361e+01,2.304522131627015469e+01,3.799967865451631344e+00
1.655899584199000000e+12,2.045598784025260386e+01,2.346147874656925225e+01,3.961495083012368301e+00
1.655899584909000000e+12,2.084374929503556473e+01,2.378763498708162771e+01,4.615903305366965803e+00
1.655899585249000000e+12,2.129204561386350392e+01,2.417778384603955644e+01,4.684717857272471697e+00
1.655899585759000000e+12,2.187542479041490751e+01,2.463361257620859135e+01,4.860325894992697293e+00
1.655899586249000000e+12,2.238226863780662867e+01,2.508027991226495246e+01,5.163485041930181652e+00
1.655899586779000000e+12,2.288298533801999568e+01,2.550980094764833694e+01,5.505521622381750468e+00
1.655899587309000000e+12,2.336416850124297540e+01,2.595543577316870554e+01,5.936624516850539379e+00
1.655899587849000000e+12,2.393298401792449326e+01,2.627234499022534209e+01,6.214776474629598368e+00
1.655899588369000000e+12,2.455669737687614784e+01,2.644920559630106993e+01,6.445278979496069205e+00
1.655899588859000000e+12,2.521354060330567748e+01,2.643074133120316205e+01,6.560112781234850310e+00
1.655899589399000000e+12,2.582415640325499595e+01,2.628608081703833221e+01,6.707806516569517541e+00
1.655899589919000000e+12,2.641892113441038248e+01,2.599325728438899219e+01,6.725891631824642225e+00
1.655899590429000000e+12,2.700433985680265891e+01,2.563608866621110138e+01,6.673906234403904847e+00
1.655899590939000000e+12,2.758059320584124663e+01,2.513300101778238016e+01,6.469834886144633757e+00
1.655899591439000000e+12,3.143061190471475186e+01,1.801166729899053465e+01,1.562902433260600743e+00
1.655899591989000000e+12,3.197390692144382029e+01,1.748260708161717503e+01,1.311877213390993058e+00
1.655899592499000000e+12,3.249428598681702596e+01,1.703464832616278812e+01,1.267169002237034325e+00
1.655899592999000000e+12,3.297993920927220302e+01,1.651604327009477302e+01,1.446436560144809480e+00
1.655899593579000000e+12,3.346008788996694250e+01,1.607456396883604555e+01,1.673365265811988856e+00
1.655899594049000000e+12,3.389419353225894582e+01,1.564103019416518769e+01,1.978093325325953167e+00
1.655899594609000000e+12,3.434312948192603443e+01,1.521121041813449359e+01,2.336504186016173268e+00
1.655899595129000000e+12,3.472336690071963261e+01,1.478413100794350221e+01,2.676849488480324446e+00
1.655899595689000000e+12,3.513652903233067804e+01,1.434892802135543910e+01,3.109083793516913108e+00
1.655899596149000000e+12,3.550755720305036078e+01,1.387956143093285633e+01,3.471211547617411242e+00
