X,Y,Z,X_std,Y_std,Z_std,X_error,Y_error,total_error,error_sorted,proportional_values
566561.1031945172,5932846.70098005,1.412958411440803,1.0464342417880477,0.800049347299365,0.0,-0.30647545028477907,-0.007811288349330425,0.306574979169753,0.306574979169753,0.0
566561.6267457851,5932846.820191624,1.8126559015677852,1.059271186152305,0.8178099552392413,0.0,-0.60037727560848,-0.06446818634867668,0.6038286347285531,0.6038286347285531,0.0055248618784530384
566562.1559951646,5932846.9318446,1.8079062516907107,1.08072496890662,0.8402957955936811,0.0,-0.8896902677370235,-0.12344616558402777,0.8982136317732969,0.731890015757538,0.011049723756906077
566562.7022333334,5932847.027119501,1.749952038752502,1.1113617626050123,0.8753414594472314,0.0,-1.1649219170212746,-0.18420528899878263,1.1793958882629896,0.7384173259828024,0.016574585635359115
566563.2411686063,5932847.118084229,1.565356631425957,1.1476314751609946,0.9245945288813477,0.0,-1.4444962547859177,-0.2641244260594249,1.4684451445429494,0.8151510204048962,0.022099447513812154
566563.8206558782,5932847.177351254,1.405104559870879,1.1934853089990465,0.9817392922239699,0.0,-1.693095076479949,-0.3207569308578968,1.7232109408583798,0.8982136317732969,0.027624309392265192
566564.3820786171,5932847.237228524,1.3396756990434688,1.2439829782216734,1.0323221425437588,0.0,-1.9603070000885054,-0.37278978526592255,1.9954387383717418,0.9727417617981693,0.03314917127071823
566564.9407562944,5932847.286004398,1.5743907391598533,1.3093801278665405,1.0781080960910085,0.0,-2.2354186410084367,-0.38689993787556887,2.2686533588223927,1.0108479231424692,0.03867403314917127
566565.4645422276,5932847.3519731965,1.313907152030297,1.3837499711520242,1.1092644877435873,0.0,-2.5396299944259226,-0.43746341671794653,2.5770321592006478,1.134448625428047,0.04419889502762431
566566.0656448446,5932847.398643102,1.5859096328382765,1.4522800509397942,1.134463455619471,0.0,-2.7735696284798905,-0.4339643223211169,2.807314288973307,1.1793958882629896,0.049723756906077346
566566.6289218866,5932847.442553858,1.6109443959089218,1.530244943765015,1.1445477951564842,0.0,-3.0446112335193902,-0.44547624979168177,3.0770288676580404,1.2745615438292346,0.055248618784530384
566567.1787754198,5932847.481465489,1.5140176483757708,1.6087607227322438,1.1690775849951995,0.0,-3.3308753749588504,-0.3984090480953455,3.354617792403704,1.3296693270626625,0.06077348066298342
566567.755186279,5932847.511644506,1.560550993461472,1.6861755671251628,1.1728803245042032,0.0,-3.590577016933821,-0.3768997909501195,3.6103042485297028,1.4684451445429494,0.06629834254143646
566568.3544920448,5932847.5375187155,1.8221282313233151,1.7972216251511501,1.193265975592394,0.0,-3.827087239245884,-0.327131780795753,3.8410430795299972,1.4730566768326623,0.0718232044198895
566568.937211552,5932847.569585727,1.6184993550613038,1.9007876946599742,1.218470071673145,0.0,-4.079273036913946,-0.34080765675753355,4.09348486849502,1.4965518720270112,0.07734806629834254
566569.5437877723,5932847.622228867,1.5147807637914885,1.9926882597658946,1.2468906454594015,0.0,-4.308744428562932,-0.3017169749364257,4.319295276273306,1.5853750621958909,0.08287292817679558
566570.1594971197,5932847.650760139,1.4189296529189677,2.0793631410430784,1.2996379069462327,0.0,-4.528677538968623,-0.30252784863114357,4.538771127866693,1.593632328251846,0.08839779005524862
566570.8502897505,5932847.678406938,1.4083577097611493,2.248118891753752,1.3709793743831118,0.0,-4.673205477418378,-0.23748016357421875,4.679235649362443,1.654795336364067,0.09392265193370165
566571.5266380435,5932847.694932855,1.2851051069762758,2.3676051687278634,1.5346725989535162,0.0,-4.832480330369435,-0.19106716476380825,4.83625607312706,1.6671240705264923,0.09944751381215469
566572.2680880066,5932847.722512399,1.2822398616647455,2.409216648348742,1.8204997951039608,0.0,-4.9239712812704965,-0.09021612349897623,4.924797673784762,1.7232109408583798,0.10497237569060773
566573.0086748768,5932847.805438571,1.4548269704101304,2.4092726347694864,2.1281715016999856,0.0,-5.019539847504348,-0.009124298579990864,5.019548140371656,1.7758651655546267,0.11049723756906077
566573.7014462603,5932847.927336494,1.4191459112238611,2.4073219717299383,2.349281881653348,0.0,-5.160816820105538,0.17212527990341187,5.163686412115482,1.8557830315824964,0.11602209944751381
566574.3637055745,5932848.123552869,1.4402840610343013,2.4243006691143147,2.5597096403117217,0.0,-5.334559721057303,0.38445301353931427,5.348395230080368,1.9954387383717418,0.12154696132596685
566574.9063680624,5932848.248106595,1.3045573713614982,2.478487968577547,2.6487583645669406,0.0,-5.627473152359016,0.5401862636208534,5.653340187882398,1.9983188069883353,0.1270718232044199
566575.3820850584,5932848.410389661,1.2791540304442095,2.5441301639466074,2.6531792475014595,0.0,-5.98729486274533,0.6703080339357257,6.024700211115521,2.110207092095913,0.13259668508287292
566575.8313421448,5932848.625870093,1.3309252578384172,2.600635119075998,2.6794618951019404,0.0,-6.374117716564797,0.8971732221543789,6.4369477592393185,2.159780250595839,0.13812154696132597
566576.34338974,5932848.817580339,1.4693509522841417,2.653348010961976,2.68735228255565,0.0,-6.697492872364819,1.053839131258428,6.779895846541381,2.168665394087383,0.143646408839779
566576.9012997963,5932848.98768464,1.361509458299628,2.7096263293024236,2.726237151028614,0.0,-6.975537741323933,1.242345648817718,7.085305179861409,2.2686533588223927,0.14917127071823205
566577.4825274384,5932849.121043079,1.355227586740991,2.7924940349638936,2.777359946019823,0.0,-7.230390657437965,1.3870433876290917,7.3622305328162465,2.2985640621087486,0.15469613259668508
566578.0278387156,5932849.173291903,1.4282627743733147,2.8775785410362036,2.862662514709839,0.0,-7.520516837947071,1.473984194919467,7.663602476428288,2.321274806963578,0.16022099447513813
