X,Y,Z,X_std,Y_std,Z_std
566560.9072181869,5932846.564063559,1.412958411440803,0.9619388379668544,0.9581094753311419,0
566561.3386856155,5932846.730044774,1.8126559015677852,0.9604653468718167,0.992157424152415,0
566561.9285065746,5932846.9646758,1.8079062516907107,1.084093624364449,1.0909606208613558,0
566562.4043850416,5932847.125614435,1.749952038752502,1.1222954947750843,1.1576187330293788,0
566562.8725783976,5932847.293461883,1.565356631425957,1.1693383443564724,1.234010631815605,0
566563.3827069319,5932847.438752034,1.405104559870879,1.224110768909172,1.325470048080771,0
566563.8739937011,5932847.576122115,1.3396756990434688,1.285224042702447,1.4214679159571524,0
566564.3678869535,5932847.68329748,1.5743907391598533,1.3510654444668175,1.5233172322800035,0
566564.8211468345,5932847.812767575,1.313907152030297,1.4220628720977753,1.622715563630615,0
566565.3406320292,5932847.912707132,1.5859096328382765,1.49679148408612,1.7382807835364562,0
566565.8383169066,5932848.016050984,1.6109443959089218,1.5750407173367085,1.8530091762849004,0
566566.3247705512,5932848.04968443,1.5140176483757708,1.65844165080606,1.927762364209101,0
566566.5453581907,5932848.209212578,1.560550993461472,1.4852946481606963,1.934938790208417,0
566567.045841827,5932848.234170622,1.8221282313233151,1.5541387719886794,2.0072765312500627,0
566567.832039885,5932848.213887034,1.6184993550613038,1.9114177822897416,2.192461417145196,0
566568.3819756742,5932848.26344536,1.5147807637914885,2.0029095045930028,2.2869576225251254,0
566568.9158107069,5932848.23924123,1.4189296529189677,2.111462888890731,2.292357515857913,0
566569.4684081976,5932848.208500878,1.4083577097611493,2.2016054018783873,2.336412436760922,0
566570.0241705858,5932848.229750626,1.2851051069762758,2.2712433492307356,2.348748433003787,0
566570.5877649476,5932848.230017858,1.2822398616647455,2.3603379817218015,2.462900325488093,0
566571.1977490325,5932848.242583997,1.4548269704101304,2.4492278608836746,2.4626874901583076,0
566571.8064480459,5932848.2226978205,1.4191459112238611,2.5576511921246903,2.555873526053728,0
566572.3844306334,5932848.248674916,1.4402840610343013,2.638856839797765,2.658829833848154,0
566572.6824985119,5932848.538199932,1.3045573713614982,2.581556234559382,2.5587922979110833,0
566573.2116418233,5932848.599216464,1.2791540304442095,2.657907211453753,2.6703371220437173,0
566573.7865743344,5932848.55386603,1.3309252578384172,2.7457530949614983,2.7064947864563482,0
566574.3544671747,5932848.623400902,1.4693509522841417,2.8471539514858115,2.716230543309526,0
566574.9770824732,5932848.550237738,1.361509458299628,2.9563850703055787,2.7383813257434935,0
566575.5548708023,5932848.579426368,1.355227586740991,3.032501510457854,2.7739347646142734,0
566576.098047658,5932848.619563419,1.4282627743733147,3.1228059289097727,2.8588475192498137,0
566576.6071997916,5932848.680587512,1.3067837287511437,3.1923969880487273,2.9739048405394763,0
566577.1241983891,5932848.719147787,1.4154873206075027,3.242662856888175,2.9976675170978537,0
566577.6143588125,5932848.775942856,1.3639306735033059,3.3025607487151176,3.070309883730715,0
566578.1605493904,5932848.871714513,1.3219760021962148,3.3533265601073077,3.12316638000817,0
566578.6553639614,5932848.983988099,1.2478115527730878,3.4102922074112505,3.1199900867531243,0
566579.1944562844,5932849.029681772,1.413279728188235,3.5046909609051293,3.2442607048513783,0
566579.6916373067,5932849.098316296,1.4041256050587911,3.599185793381651,3.293498638186311,0
566580.1195487113,5932849.130060534,1.2549981414057225,3.6078317408404423,3.375828299876124,0
566580.5256564019,5932849.149911466,1.4913170192029632,3.6638964287317246,3.409929863173727,0
566581.0110822226,5932849.129169131,1.7195785686115965,3.7547283962410174,3.4949583956958032,0
566581.4911213913,5932849.149538819,1.665043318734496,3.8175981682019025,3.481932793400973,0
566582.0398265085,5932849.080140806,1.6935473453006449,3.9147060486723175,3.5387359158423455,0
566582.5518893194,5932849.091179056,1.834939013132788,4.029883061778409,3.5825087571456202,0
566583.1085078601,5932849.128179198,2.1835404020695117,4.025127300296032,3.6088003804303934,0
566583.5863095935,5932849.229007994,2.1698961077034045,4.113269292401371,3.6528930412197407,0
566584.0416402433,5932849.201967182,2.1760292871404334,4.2730282393751216,3.704946542189525,0
566584.507412468,5932849.206272774,2.7585646810141364,4.368715207699151,3.725897162758765,0
566584.9227748264,5932849.199725334,2.803627638885422,4.50701759998166,3.7316390759744578,0
566585.51427688,5932849.284429925,2.697697164040227,4.615220309362495,3.812429288703328,0
566585.9728667057,5932849.148112373,2.903446909099089,4.8022599397945385,3.7715816110943043,0
566586.4324779809,5932848.999605352,3.183815163054595,4.940665054836379,3.681832548579819,0
566587.1317975769,5932848.916199741,3.2300094930409253,5.053510505959885,3.6886279139543023,0
566587.7474157264,5932848.74138223,3.4653161850261407,5.073871320753134,3.7445542389444606,0
566588.3176603448,5932848.718192068,3.794327342354929,5.1630941744717935,3.787033902445996,0
566595.729511995,5932849.945701676,4.033082644281522,0.5881450404952003,0.5741262997217226,0
566596.4756394542,5932850.111417051,4.149399374266093,0.7863144523235412,0.7075479013475853,0
566598.0204960471,5932848.913917209,4.264319537104054,1.3034825217945072,1.603018464500594,0
566598.5308956694,5932848.924746852,4.355671260435037,1.3256687868574237,1.6254069891674634,0
566599.000731017,5932848.960121778,4.589153323783863,1.3467279962882461,1.636662566573383,0
566601.105636857,5932848.7797369985,4.460139220576164,2.5477709786378853,1.8715866690557692,0
566601.679882617,5932848.782535099,4.675770758632654,2.5639367311654477,1.9259549420795936,0
566602.1998132009,5932848.761113717,4.856401643735682,2.584342783409712,1.9829773775618345,0
566602.704966556,5932848.804754382,5.093217837578689,2.6069937056180814,2.0434577275787937,0
566603.232942658,5932848.806741633,5.14788487549855,2.634169306241071,2.113128466006626,0
566603.7701406194,5932848.801697722,5.296964524158764,2.6649531722359776,2.189624024009306,0
566604.2869863859,5932848.782069009,5.589505032578612,2.6992442137352293,2.268296161139328,0
566604.7857035121,5932848.816857358,5.587461680542889,2.7357244091825565,2.347345279086874,0
566605.2952131298,5932848.819326562,5.893897735259038,2.7759297711606834,2.432256838945052,0
566605.8346375271,5932848.903848975,6.070007612636484,2.817618477824081,2.5243016581596764,0
566606.3278573123,5932849.050024151,6.255935919395811,2.860325067779031,2.6105468204126296,0
566606.7536227586,5932849.299205639,6.348272378606477,2.9009854982206345,2.6858905710811807,0
566607.1183494206,5932849.635963575,6.497199038483687,2.9388135185953663,2.751639247364747,0
566607.393064374,5932850.046564026,6.542307149855585,2.9719215257852145,2.802740813865893,0
566607.5926011639,5932850.509818016,6.362820736020416,3.001708583505304,2.842356975438685,0
566607.6915612419,5932851.001042298,6.321340752913658,3.026159972801008,2.865997696060092,0
566607.7804124996,5932851.489490178,6.415522433911128,3.054266664167052,2.8909397194287134,0
566607.7985139877,5932851.960855399,6.298156957593758,3.08289802447686,2.8608782470575598,0
566607.7732921938,5932852.445468592,6.344700858384865,3.1025513614795743,2.866174532783219,0
566607.6474094454,5932852.924597065,6.367193284236186,3.120643576966627,2.8599889184724425,0
566607.4320561618,5932853.367086637,6.363758921236569,3.1304059342621997,2.8399187722350057,0
566607.0967662409,5932853.752439856,6.500048177710811,3.1278591842322845,2.7990808591000813,0
566606.6969670701,5932853.99966683,6.465625451867014,3.1046857826538314,2.7141443947455226,0
566606.2224531041,5932854.126137053,6.3205017816370885,3.0645401687400717,2.6384753012958653,0
566605.6977059062,5932854.245069073,6.4349636501194585,3.0303756052977175,2.5637088890009165,0
566605.2230103788,5932854.294938396,6.256160528323891,2.9921862386873244,2.4966231092572104,0
566604.7052551291,5932854.338787559,6.298211789824248,2.9557757790649632,2.4267087453691794,0
566604.2415004778,5932854.334679267,6.341105231236902,2.9178371083789845,2.364799083998794,0
566603.7626044999,5932854.327970756,6.307758988898463,2.8824399936004923,2.304686234352318,0
566603.2795546885,5932854.314856759,6.298519092220874,2.8494044666077487,2.247942683749164,0
566602.7530452731,5932854.300156846,6.263469747302819,2.81908816260699,2.1915857183214964,0
566602.2450893496,5932854.284894235,6.272241865590282,2.792055437786805,2.1427802073155084,0
566601.7758158769,5932854.254461967,6.3053204856196965,2.7670739010099865,2.1014179450512573,0
566601.2898688462,5932854.215022163,6.1508865518517535,2.7445586262596584,2.063634354318979,0
566600.7915661613,5932854.19109865,5.912299985070365,2.726938073793945,2.0327238902115576,0
566600.2776231262,5932854.138874003,6.101698174504452,2.7101920055120026,2.0054861598045473,0
566599.7370804792,5932854.076361046,6.180333536657512,2.6961114883417148,1.9842994055410035,0
566599.210240851,5932853.979997818,6.298480591929801,2.68279687566826,1.9685235612796093,0
566598.7187140977,5932853.913281996,6.486869137845349,2.6759964055014582,1.96272167433386,0
566598.216707221,5932853.799738227,6.109215673341687,2.668915420943856,1.9602769417098247,0
566599.605859653,5932852.617931442,6.204349062528865,1.8855744957530547,1.788213729940312,0
566597.265930109,5932853.586670396,6.5529037358168765,2.667703585083249,1.9754908736687846,0
566596.7980755054,5932853.490125093,6.525796673287561,2.6538999879309593,1.9940342467340453,0
566596.3137059108,5932853.373934281,6.344749635041417,2.6498990882227504,2.006366662544349,0
566595.8167515005,5932853.249820781,6.460199647206221,2.658041477536291,2.0277306195432327,0
566595.364522041,5932853.2339536445,6.374442910655249,2.66966976135232,2.064465817337614,0
566594.9819608193,5932853.354706289,6.2877518356139666,2.6683789804183786,2.1086447885852775,0
566594.8025996161,5932853.489244083,6.369877749455428,2.639666928094129,2.1541734820666196,0
566594.4687993058,5932853.544132579,6.479460584387526,2.62431170987161,2.204242481054511,0
566594.3584514324,5932853.640102198,6.360730417588292,2.6182736486509994,2.217674726907851,0
566589.76111161,5932855.155500114,11.824167025483563,0.06177741661490585,0.016089141205865774,0
566589.622280509,5932854.8483182,19.978463038468277,0.3716927850297701,0.43811142617454624,0
566589.4567372391,5932854.523333763,19.871810604003173,0.3841823894442553,0.5640831262525293,0
566589.152294613,5932854.166107236,19.70191587038561,0.3705595536156632,0.61249248943684,0
566588.8659695293,5932854.4819807755,19.450050343319795,0.41157533126625423,0.4125926034402077,0
566588.7599932072,5932854.4090690715,19.437231480193255,0.4735146140744913,0.41207473372171116,0
566588.3634768901,5932852.0815924285,19.569035538528915,0.4470826094262076,0.44394192124724574,0
566588.1356343027,5932851.7298566485,19.742716348100796,0.512974155151556,0.51639909615062,0
566587.8433255729,5932851.395749638,19.531782823355897,0.5782025497874925,0.5719247260623528,0
566587.5931688972,5932851.061923316,19.74389442057367,0.6620512504663153,0.659777719600302,0
566587.2388864816,5932850.65107173,19.687022613913374,0.7276108677370865,0.7008990459706238,0
566586.922679622,5932850.411415376,19.639630420372917,0.7245545765966211,0.66511535684238,0
566586.6334883219,5932850.050465345,19.678884356253302,0.7559268882544631,0.695778564361722,0
566586.351860298,5932849.7179584345,19.697378627274837,0.8004290389586871,0.7585474411621429,0
566586.0080172012,5932849.379987369,19.76676188254235,0.8455060620518783,0.8169838493678382,0
566585.6909110214,5932849.007678906,19.57358720503572,0.8699202142834712,0.8582910026761632,0
566585.3792583562,5932848.665622576,19.70629060505979,0.9291741112862985,0.927793419517329,0
566585.0527787649,5932848.2665728675,19.60632142794655,0.9613268898066496,0.9705953639283497,0
566584.7099780673,5932847.831532217,19.61944293310139,1.0015689281909153,1.0685774781700135,0
566584.4075460429,5932847.48756074,19.559638615498276,1.0568576085764727,1.1343809924264912,0
566584.0671740433,5932847.123372208,19.69783841083042,1.1442304067912303,1.1768136055001392,0
566583.7275629324,5932846.652608201,19.354717830344104,1.1919068390620475,1.3190796948629653,0
