X,Y,Z,X_std,Y_std,Z_std
566560.6,5932846.5,1.36,1.0261739711766367,0.899015453423488,0
566561.1435567243,5932846.685683755,1.412958411440803,1.0461744115138092,0.903422304005285,0
566561.7659206428,5932846.8408777965,1.8126559015677852,1.0806135971058979,0.9338377350526536,0
566562.3567509344,5932846.987435896,1.8079062516907107,1.1283659709063476,0.9610267326383435,0
566563.003661974,5932847.09981921,1.749952038752502,1.1866357092983957,1.0069341800090115,0
566563.674891688,5932847.163232927,1.565356631425957,1.259708060029305,1.0360280221554858,0
566564.352713766,5932847.120247083,1.405104559870879,1.364583784852884,1.1075818173312635,0
566564.9938578145,5932847.13858046,1.3396756990434688,1.4264299946614465,1.0780462203578134,0
566565.6564921788,5932847.189171318,1.5743907391598533,1.511706036499414,1.0574183801585066,0
566566.3426803737,5932847.207417867,1.313907152030297,1.4572905893392214,1.050710863776611,0
566566.9458964275,5932847.343656586,1.5859096328382765,1.5439680425500135,1.04657692195023,0
566567.5982867486,5932847.34732951,1.6109443959089218,1.6233074123853908,1.0938371751628553,0
566568.1542163006,5932847.35093144,1.5140176483757708,1.6715991819643805,1.0976010958238034,0
566568.833850836,5932847.279389406,1.560550993461472,1.6222798690629028,1.058344087078773,0
566569.3867010351,5932847.371312304,1.8221282313233151,1.817464113103379,1.075969117191258,0
566570.1663937321,5932847.482447622,1.6184993550613038,1.9133642082096607,1.1320346941039643,0
566570.8731049353,5932847.510480322,1.5147807637914885,1.9944400364888655,1.082114138376499,0
566571.606575089,5932847.483735993,1.4189296529189677,1.9039067359505757,1.1017691197757362,0
566572.2102958127,5932847.379811651,1.4083577097611493,1.8969090210460224,1.0991149146020198,0
566572.7184479183,5932847.476261238,1.2851051069762758,2.0495829356520243,1.2742354609141724,0
566573.4537664716,5932847.546911577,1.2822398616647455,2.034337541439699,1.1801048944273094,0
566574.2286568235,5932847.5153194545,1.4548269704101304,1.8204872592770338,1.279736639000332,0
566574.40731942,5932847.482465431,1.4191459112238611,1.9570279444385859,1.4356425101398222,0
566575.268195539,5932847.742146161,1.4402840610343013,1.8355404333575425,1.3613936685726904,0
566575.8317867424,5932847.670818907,1.3045573713614982,1.8365694398274364,1.3788903257254386,0
566576.6232235912,5932847.849820774,1.2791540304442095,2.1376700292688864,1.3329594402944624,0
566577.5132748941,5932847.874237522,1.3309252578384172,1.7344485999237156,1.396371757421668,0
566577.7428190743,5932847.924287217,1.4693509522841417,2.245789820852943,1.2149130651923716,0
566578.6270366776,5932847.979028499,1.361509458299628,2.129243563513539,1.3740766466058816,0
566579.2092080904,5932848.22556419,1.355227586740991,2.0659439011911953,1.1977628597346759,0
566579.5397205281,5932847.955699271,1.4282627743733147,2.2590591657268617,1.2531576964708087,0
566580.6781631749,5932848.159301463,1.3067837287511437,2.3232898524138696,1.1890813199127896,0
566581.2244725605,5932848.017263782,1.4154873206075027,2.431340631782833,1.2117862210492787,0
566582.1179129772,5932848.16296107,1.3639306735033059,2.123421484476221,1.279859171619697,0
566581.8961460548,5932848.256761202,1.3219760021962148,2.1123373485501524,1.2387150077231035,0
566582.4581755939,5932848.251539847,1.2478115527730878,2.1788039519245026,1.2821060219974072,0
566583.1160084504,5932848.252750656,1.413279728188235,2.270537255197861,1.295952549443623,0
566584.0178492372,5932848.401483486,1.4041256050587911,2.6077764406548445,1.2230377865468884,0
566584.949539966,5932848.532648759,1.2549981414057225,2.521416136002952,1.218192102999101,0
566585.1610369137,5932848.721508407,1.4913170192029632,2.6171632092761765,1.2274170854551059,0
566585.8537235867,5932848.74248607,1.7195785686115965,2.4909318887801417,1.2229610837657765,0
566586.2614583969,5932848.654810838,1.665043318734496,2.318135613818089,1.16494131336483,0
566587.3812127097,5932848.88353363,1.6935473453006449,2.720617654751538,1.2039383808631232,0
566588.2787229863,5932848.754525223,1.834939013132788,1.7906166978466123,1.1494566123836039,0
566589.036833477,5932848.885666504,2.1835404020695117,2.029377954189165,1.217201131442691,0
566589.9844759458,5932849.083504999,2.1698961077034045,2.051217229611251,1.2771793359866397,0
566590.6824064788,5932849.163498131,2.1760292871404334,2.4434425116457854,1.1279252167358709,0
566591.0623737037,5932848.961190368,2.7585646810141364,2.060310011669598,1.1481892663264655,0
566591.5314572119,5932849.042415625,2.803627638885422,1.7478744208114654,1.2693870615583243,0
