# time,x,y,error
1.662391171774000000e+12,2.857450230476970532e+01,1.901361346862292834e+01,nan
1.662391172414000000e+12,2.573956181605768023e+01,1.882966512754859778e+01,nan
1.662391173014000000e+12,2.527558115475709855e+01,1.854129514303203052e+01,2.200222136292182551e+00
1.662391173604000000e+12,2.486053343236331514e+01,1.817160337686404148e+01,nan
1.662391174164000000e+12,2.441640006451255829e+01,1.780706795672630705e+01,nan
1.662391174724000000e+12,2.310518270820307407e+01,1.902104971528710564e+01,2.122224570683711953e+00
1.662391175264000000e+12,2.263767749023744713e+01,1.853332242667408991e+01,nan
1.662391175874000000e+12,2.223639766867039214e+01,1.802766571948982488e+01,1.769900856035848680e+00
1.662391176404000000e+12,2.222381230818846376e+01,2.094039719469354566e+01,2.162928009312677258e+00
1.662391176994000000e+12,2.150986653866489462e+01,2.095416653357915493e+01,nan
1.662391177584000000e+12,2.097249021101193023e+01,2.125598756953718649e+01,1.903634841795666999e+00
1.662391178184000000e+12,2.045098550738324406e+01,2.151721287751543343e+01,nan
1.662391178744000000e+12,2.064429242558203370e+01,2.246766092519243330e+01,1.905126819290377860e+00
1.662391179304000000e+12,2.007884187604678061e+01,2.230894677492522504e+01,1.943657605482446593e+00
1.662391179824000000e+12,1.964335071433441016e+01,2.193108808567826529e+01,1.925933086847746667e+00
1.662391180444000000e+12,1.832706594442073467e+01,2.249788775407330377e+01,2.566233545613419320e+00
1.662391181014000000e+12,1.803906358714101898e+01,2.201061133585777441e+01,nan
1.662391181574000000e+12,1.781844611901150444e+01,2.143643435681931919e+01,1.929367284482692124e+00
1.662391182114000000e+12,1.754959699856095412e+01,2.089039214724435922e+01,1.933421045970945329e+00
1.662391182684000000e+12,1.564387264641207054e+01,2.229999807817560864e+01,2.292432966556117613e+00
1.662391183214000000e+12,1.544414226256039413e+01,2.172072780240419831e+01,1.911860091361242242e+00
1.662391183794000000e+12,1.536484220311073123e+01,2.108729384942240870e+01,nan
1.662391184334000000e+12,1.544156672990975210e+01,2.039600010461941082e+01,1.896566246795091004e+00
1.662391184894000000e+12,1.496118765016443319e+01,2.025691815510726101e+01,1.795046424668562457e+00
1.662391185454000000e+12,1.549757826219197732e+01,1.994494074779790083e+01,nan
1.662391186094000000e+12,1.609504869966875873e+01,1.979386474014679109e+01,nan
1.662391186624000000e+12,1.669957344716993930e+01,1.895378292330368097e+01,2.259642635535938027e+00
1.662391187204000000e+12,1.718940561350846252e+01,1.932156282322314667e+01,nan
1.662391187764000000e+12,1.747320951674996437e+01,1.986774166975606093e+01,2.256521381498841627e+00
1.662391188404000000e+12,1.757052566865916887e+01,2.046889935811480754e+01,2.151628974306302400e+00
1.662391188954000000e+12,1.913447831450747572e+01,1.917919578116119794e+01,2.376147115348612449e+00
1.662391189524000000e+12,1.910665167103351436e+01,1.986286258481766254e+01,1.819734877357328084e+00
1.662391190084000000e+12,1.914843189804850709e+01,2.053506633946335569e+01,1.744417892749831278e+00
1.662391190654000000e+12,2.169405086523311255e+01,1.902588213497021385e+01,nan
1.662391191214000000e+12,2.161657934809358750e+01,1.969763539863914659e+01,2.008228508382854383e+00
1.662391191794000000e+12,2.146420151368342744e+01,2.038786365942722867e+01,nan
1.662391192404000000e+12,2.170749929473669226e+01,2.091857450357283099e+01,2.122444176265505522e+00
1.662391192994000000e+12,2.178281986664714864e+01,1.684541986676971703e+01,nan
1.662391193564000000e+12,2.239450478783245657e+01,1.708006954502965158e+01,nan
1.662391194194000000e+12,2.297354677598877615e+01,1.739215095707956849e+01,1.534588299368051079e+00
1.662391194804000000e+12,2.369598471464393086e+01,1.598812124436998516e+01,2.207654308367462459e+00
1.662391195344000000e+12,2.359454984000746336e+01,1.651558458535455287e+01,1.841123023064213937e+00
1.662391196004000000e+12,2.334241053115788844e+01,1.702838734257741038e+01,1.346222457013573903e+00
1.662391196574000000e+12,2.634684177764231805e+01,1.591378225261456336e+01,3.170010011960745722e+00
1.662391197124000000e+12,2.605209843244145063e+01,1.643526037549568741e+01,2.183115940542936340e+00
1.662391197684000000e+12,2.564342804286147626e+01,1.698101016167827026e+01,1.440465741783609088e+00
1.662391198244000000e+12,2.527749514236376527e+01,1.757745948706292793e+01,nan
1.662391198814000000e+12,2.910821309026622572e+01,1.616366780717168083e+01,2.974076196581290077e+00
1.662391199374000000e+12,2.870051874528374825e+01,1.668008160404366791e+01,nan
1.662391199954000000e+12,2.818191614443594162e+01,1.713253891028270459e+01,1.382693354746943992e+00
1.662391200494000000e+12,2.972693117143706587e+01,1.811392847208786350e+01,2.566554850229379792e+00
